,receptor,family,gene
804,asparaginase,3.1.1.- Carboxylic Ester Hydrolases,['ASPG']
805,carboxyl ester lipase,3.1.1.- Carboxylic Ester Hydrolases,['CEL']
806,"lipase, gastric",3.1.1.- Carboxylic Ester Hydrolases,['ENSGALG00000003557']
807,protein phosphatase methylesterase 1,3.1.1.- Carboxylic Ester Hydrolases,['PPME1']
808,galactosamine (N-acetyl)-6-sulfatase,3.1.-.- Ester bond enzymes,['GALNS']
809,glucosylceramidase beta,3.2.1.- Glycosidases,"['ENSGALG00000031002', 'ENSGALG00000049491']"
810,maltase-glucoamylase,3.2.1.- Glycosidases,['ENSGALG00000004393']
811,heparanase,3.2.1.- Glycosidases,['HPSE']
812,complement factor D,3.4.21.46 Complement factor D,['CFD']
813,glutaminase,3.5.1.2 Glutaminases,['GLS2']
814,histone deacetylase 1,3.5.1.- Histone deacetylases (HDACs),['HDAC1']
815,histone deacetylase 2,3.5.1.- Histone deacetylases (HDACs),['HDAC2']
816,histone deacetylase 3,3.5.1.- Histone deacetylases (HDACs),['HDAC3']
817,histone deacetylase 4,3.5.1.- Histone deacetylases (HDACs),['HDAC4']
818,histone deacetylase 5,3.5.1.- Histone deacetylases (HDACs),['ENSGALG00000054154']
819,histone deacetylase 7,3.5.1.- Histone deacetylases (HDACs),['HDAC7']
820,histone deacetylase 8,3.5.1.- Histone deacetylases (HDACs),['ENSGALG00000004825']
821,histone deacetylase 9,3.5.1.- Histone deacetylases (HDACs),"['ENSGALG00000010854', 'ENSGALG00000054680']"
822,histone deacetylase 10,3.5.1.- Histone deacetylases (HDACs),['HDAC10']
823,histone deacetylase 11,3.5.1.- Histone deacetylases (HDACs),['HDAC11']
824,sirtuin 1,3.5.1.- Histone deacetylases (HDACs),['SIRT1']
825,sirtuin 2,3.5.1.- Histone deacetylases (HDACs),['SIRT2']
826,sirtuin 3,3.5.1.- Histone deacetylases (HDACs),['SIRT3']
827,sirtuin 4,3.5.1.- Histone deacetylases (HDACs),['SIRT4']
828,sirtuin 5,3.5.1.- Histone deacetylases (HDACs),['SIRT5']
829,sirtuin 6,3.5.1.- Histone deacetylases (HDACs),['SIRT6']
830,sirtuin 7,3.5.1.- Histone deacetylases (HDACs),['SIRT7']
831,peptidyl arginine deiminase 1,3.5.3.15 Peptidyl arginine deiminases (PADI),['PADI1']
832,peptidyl arginine deiminase 3,3.5.3.15 Peptidyl arginine deiminases (PADI),['PADI1']
833,ATPase family AAA domain containing 2B,3.6.1.3 ATPases,['ATAD2B']
834,3-ketodihydrosphingosine reductase,3-ketodihydrosphingosine reductase,['KDSR']
835,FKBP prolyl isomerase 1A,5.2.-.- Cis-trans-isomerases,['FKBP1A']
836,peptidylprolyl isomerase A,5.2.-.- Cis-trans-isomerases,"['PPIA', 'PPIA']"
837,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase",6.3.3.- Cyclo-ligases,['GART']
838,beta-secretase 1,A1: Pepsin,['BACE1']
839,beta-secretase 2,A1: Pepsin,['BACE2']
840,cathepsin D,A1: Pepsin,['CTSD']
841,cathepsin E,A1: Pepsin,['CTSE']
842,renin,A1: Pepsin,['REN']
843,presenilin 1,A22: Presenilin,['PSEN1']
844,presenilin 2,A22: Presenilin,['PSEN2']
845,katanin catalytic subunit A1,AAA ATPases,['KATNA1']
846,aarF domain containing kinase 2,ABC1-A subfamily,['ADCK2']
847,aarF domain containing kinase 1,ABC1-B subfamily,['ADCK1']
848,coenzyme Q8A,ABC1-B subfamily,['COQ8A']
849,aarF domain containing kinase 5,ABC1-B subfamily,['ENSGALG00000047027']
850,"ABL proto-oncogene 1, non-receptor tyrosine kinase",Abl family,"['ABL1', 'ABL1']"
851,"ABL proto-oncogene 2, non-receptor tyrosine kinase",Abl family,['ABL2']
852,choline O-acetyltransferase,Acetylcholine turnover,['CHAT']
853,acetylcholinesterase (Cartwright blood group),Acetylcholine turnover,['ACHE']
854,butyrylcholinesterase,Acetylcholine turnover,['BCHE']
855,N-acylsphingosine amidohydrolase 1,Acid ceramidase,['ASAH1']
856,Adenosine deaminase,Adenosine turnover,['ADA']
857,Adenosine kinase,Adenosine turnover,['ADK']
858,Ecto-5'-Nucleotidase,Adenosine turnover,['NT5E']
859,S-Adenosylhomocysteine hydrolase,Adenosine turnover,['AHCY']
860,5'-nucleotidase IA,Adenosine turnover,['NT5C1A']
861,5'-nucleotidase IB,Adenosine turnover,['ENSGALG00000016471']
862,5'-nucleotidase III,Adenosine turnover,['NT5C3A']
863,Mitochondrial 5'-nucleotidase,Adenosine turnover,['NT5M']
864,adenylyl cyclase 1,Adenylyl cyclases (ACs),['ADCY1']
865,adenylyl cyclase 2,Adenylyl cyclases (ACs),['ADCY2']
866,adenylyl cyclase 3,Adenylyl cyclases (ACs),['ADCY3']
867,adenylyl cyclase 5,Adenylyl cyclases (ACs),['ADCY6']
868,adenylyl cyclase 6,Adenylyl cyclases (ACs),['ADCY6']
869,adenylyl cyclase 7,Adenylyl cyclases (ACs),['ADCY7']
870,adenylyl cyclase 8,Adenylyl cyclases (ACs),['ADCY8']
871,adenylyl cyclase 9,Adenylyl cyclases (ACs),['ADCY9']
872,adenylyl cyclase 10,Adenylyl cyclases (ACs),"['ENSGALG00000044541', 'ENSGALG00000052413', 'ENSGALG00000053309']"
873,AKT serine/threonine kinase 1,"Akt (Protein kinase B, PKB) family",['AKT1']
874,AKT serine/threonine kinase 2,"Akt (Protein kinase B, PKB) family",['AKT2']
875,AKT serine/threonine kinase 3,"Akt (Protein kinase B, PKB) family",['AKT3']
876,alkaline ceramidase 1,Alkaline ceramidases,['ACER1']
877,alkaline ceramidase 2,Alkaline ceramidases,['ACER2']
878,alkaline ceramidase 3,Alkaline ceramidases,['ACER3']
879,protein kinase C beta,Alpha subfamily,['PRKCB']
880,L-Phenylalanine hydroxylase ,Amino acid hydroxylases,['PAH']
881,L-Tyrosine hydroxylase ,Amino acid hydroxylases,['TH']
882,L-Tryptophan hydroxylase 1,Amino acid hydroxylases,['TPH1']
883,L-Tryptophan hydroxylase 2,Amino acid hydroxylases,['TPH2']
884,protein kinase AMP-activated catalytic subunit alpha 1,AMPK subfamily,['PRKAA1']
885,protein kinase AMP-activated catalytic subunit alpha 2,AMPK subfamily,['PRKAA2']
886,protein kinase AMP-activated non-catalytic subunit beta 1,AMPK subfamily,['PRKAB1']
887,protein kinase AMP-activated non-catalytic subunit beta 2,AMPK subfamily,['PRKAB2']
888,protein kinase AMP-activated non-catalytic subunit gamma 1,AMPK subfamily,['KMT2D']
889,protein kinase AMP-activated non-catalytic subunit gamma 2,AMPK subfamily,['PRKAG2']
890,protein kinase AMP-activated non-catalytic subunit gamma 3,AMPK subfamily,['PRKAG3']
891,Arginase II,Arginase,['ARG2']
892,Arginine:glycine amidinotransferase,Arginine:glycine amidinotransferase,['GATM']
893,ATR serine/threonine kinase,ATR subfamily,['ATR']
894,aurora kinase A,Aurora kinase (Aur) family,['AURKA']
895,BCR activator of RhoGEF and GTPase,BCR family,['BCR']
896,beta adrenergic receptor kinase 1,Beta-adrenergic receptor kinases (βARKs),['GRK2']
897,beta adrenergic receptor kinase 2,Beta-adrenergic receptor kinases (βARKs),['GRK3']
898,bromodomain containing 1,Bromodomain kinase (BRDK) family,['BRD1']
899,bromodomain containing 2,Bromodomain kinase (BRDK) family,['BRD2']
900,bromodomain containing 3,Bromodomain kinase (BRDK) family,['BRD3']
901,bromodomain containing 4,Bromodomain kinase (BRDK) family,['ENSGALG00000034725']
902,bromodomain containing 7,Bromodomain kinase (BRDK) family,['BRD7']
903,bromodomain containing 9,Bromodomain kinase (BRDK) family,"['ENSGALG00000031260', 'ENSGALG00000053689']"
904,BR serine/threonine kinase 2,BRSK subfamily,['BRSK1']
905,BUB1 mitotic checkpoint serine/threonine kinase,Bub family,['BUB1']
906,BUB1 mitotic checkpoint serine/threonine kinase B,Bub family,['BUB1B']
907,TP53 regulating kinase,Bud32 family,['TP53RK']
908,otulin,C101: OTULIN peptidase,['OTULIN']
909,BRCA1 associated protein 1,C12: Ubiquitin C-terminal hydrolase,['BAP1']
910,ubiquitin C-terminal hydrolase L1,C12: Ubiquitin C-terminal hydrolase,['UCHL1']
911,ubiquitin C-terminal hydrolase L3,C12: Ubiquitin C-terminal hydrolase,"['UCHL3', 'UCHL3']"
912,legumain,C13: Legumain,['LGMN']
913,Caspase 1,C14: Caspase,"['CASP18', 'CASP14']"
914,Caspase 2,C14: Caspase,['CASP2']
915,Caspase 3,C14: Caspase,['CASP3']
916,Caspase 4,C14: Caspase,['ENSGALG00000001049']
917,Caspase 6,C14: Caspase,"['CASP6', 'CASP6']"
918,Caspase 7,C14: Caspase,['CASP7']
919,Caspase 8,C14: Caspase,['CASP8']
920,Caspase 9,C14: Caspase,['CASP9']
921,ubiquitin specific peptidase 1,C19: Ubiquitin-specific protease,['USP1']
922,ubiquitin specific peptidase 2,C19: Ubiquitin-specific protease,['USP2']
923,ubiquitin specific peptidase 5,C19: Ubiquitin-specific protease,['USP5']
924,ubiquitin specific peptidase 14,C19: Ubiquitin-specific protease,['USP14']
925,cathepsin B,C1: Papain,['CTSB']
926,cathepsin C,C1: Papain,['CTSC']
927,cathepsin F,C1: Papain,"['ENSGALG00000004252', 'ENSGALG00000013409', 'ENSGALG00000047941']"
928,cathepsin H,C1: Papain,['CTSH']
929,cathepsin K,C1: Papain,['CTSK']
930,cathepsin V,C1: Papain,"['ENSGALG00000004252', 'ENSGALG00000013409', 'ENSGALG00000047941']"
931,cathepsin S,C1: Papain,['CTSS']
932,cathepsin Z,C1: Papain,['CTSZ']
933,gamma-glutamyl hydrolase,C26: Gamma-glutamyl hydrolase,['GGH']
934,calpain 1,C2: Calpain,['CAPN1']
935,calpain 2,C2: Calpain,['CAPN2']
936,phosphoribosyl pyrophosphate amidotransferase,C44: Phosphoribosyl pyrophosphate amidotransferase,['PPAT']
937,SUMO specific peptidase 1,C48: Ulp1 endopeptidase,"['SENP1', 'SENP1']"
938,SUMO specific peptidase 6,C48: Ulp1 endopeptidase,['SENP6']
939,SUMO specific peptidase 7,C48: Ulp1 endopeptidase,['SENP7']
940,"SUMO peptidase family member, NEDD8 specific",C48: Ulp1 endopeptidase,['SENP8']
941,autophagy related 4B cysteine peptidase,C54: Aut2 peptidase,['ATG4B']
942,calcium/calmodulin dependent protein kinase I,CAMK1 family,['CAMK1']
943,calcium/calmodulin dependent protein kinase ID,CAMK1 family,['CAMK1D']
944,calcium/calmodulin dependent protein kinase IG,CAMK1 family,['CAMK1G']
945,calcium/calmodulin dependent protein kinase IV,CAMK1 family,['CAMK4']
946,calcium/calmodulin-dependent protein kinase II beta subunit,CAMK2 family,['CAMK2B']
947,calcium/calmodulin-dependent protein kinase II gamma subunit,CAMK2 family,['CAMK2G']
948,calcium/calmodulin-dependent protein kinase II delta subunit,CAMK2 family,['CAMK2D']
949,CaM kinase like vesicle associated,CAMK-unique family,['CAMKV']
950,serine/threonine kinase 40,CAMK-unique family,['STK40']
951,carbonic anhydrase 2,Carbonic anhydrases,['CA2']
952,carbonic anhydrase 4,Carbonic anhydrases,['CA4']
953,carbonic anhydrase 7,Carbonic anhydrases,['CA7']
954,carbonic anhydrase 9,Carbonic anhydrases,['CA9']
955,carbonic anhydrase 12,Carbonic anhydrases,['CA12']
956,carbonic anhydrase 14,Carbonic anhydrases,['ENSGALG00000053884']
957,Pyruvate carboxylase,Carboxylases,['ENSGALG00000047632']
958,Acetyl-CoA carboxylase 1,Carboxylases,['ACACA']
959,Acetyl-CoA carboxylase 2,Carboxylases,"['ENSGALG00000005043', 'ENSGALG00000030996']"
960,Propionyl-CoA carboxylase α subunit,Carboxylases,['PCCA']
961,Propionyl-CoA carboxylase β subunit,Carboxylases,['PCCB']
962,γ-Glutamyl carboxylase,Carboxylases,['ENSGALG00000052348']
963,casein kinase 1 alpha 1,Casein kinase 1 (CK1) family,['CSNK1A1']
964,casein kinase 1 gamma 1,Casein kinase 1 (CK1) family,['CSNK1G1']
965,casein kinase 1 delta,Casein kinase 1 (CK1) family,['CSNK1D']
966,casein kinase 1 epsilon,Casein kinase 1 (CK1) family,['CSNK1E']
967,"casein kinase 2, alpha 1 polypeptide subunit",Casein kinase 2 (CK2) family,['CSNK2A1']
968,"casein kinase 2, alpha prime polypeptide subunit",Casein kinase 2 (CK2) family,['CSNK2A2']
969,calcium/calmodulin dependent serine protein kinase,CASK family,['CASK']
970,L-Phenylalanine hydroxylase ,Catecholamine turnover,['PAH']
971,Tyrosine aminotransferase,Catecholamine turnover,['TAT']
972,L-Tyrosine hydroxylase ,Catecholamine turnover,['TH']
973,L-Aromatic amino-acid decarboxylase ,Catecholamine turnover,['DDC']
974,Dopamine beta-hydroxylase (dopamine beta-monooxygenase),Catecholamine turnover,['DBH']
975,Phenylethanolamine N-methyltransferase,Catecholamine turnover,['PNMT']
976,Monoamine oxidase A,Catecholamine turnover,['MAOA']
977,Monoamine oxidase B,Catecholamine turnover,['ENSGALG00000032836']
978,Catechol-O-methyltransferase,Catecholamine turnover,['COMT']
979,cyclin dependent kinase 20,CCRK subfamily,['CDK20']
980,cell division cycle 7,CDC7 family,['CDC7']
981,cyclin dependent kinase 10,CDK10 subfamily,['CDK10']
982,cyclin dependent kinase 1,CDK1 subfamily,['CDK1']
983,cyclin dependent kinase 2,CDK1 subfamily,['CDK2']
984,cyclin dependent kinase 6,CDK4 subfamily,['CDK6']
985,cyclin dependent kinase 7,CDK7 subfamily,['CDK7']
986,cyclin dependent kinase 19,CDK8 subfamily,['CDK19']
987,cyclin dependent kinase 9,CDK9 subfamily,['CDK9']
988,UDP-glucose ceramide glucosyltransferase,Ceramide glucosyltransferase,['UGCG']
989,ceramide kinase,Ceramide kinase,['CERK']
990,ceramide synthase 1,Ceramide synthase,['CERS1']
991,ceramide synthase 2,Ceramide synthase,['CERS2']
992,ceramide synthase 3,Ceramide synthase,['CERS3']
993,ceramide synthase 4,Ceramide synthase,['ENSGALG00000043352']
994,ceramide synthase 5,Ceramide synthase,['CERS5']
995,ceramide synthase 6,Ceramide synthase,['CERS6']
996,TRPM6,ChaK subfamily,['TRPM6']
997,TRPM7,ChaK subfamily,['TRPM7']
998,chitinase acidic,Chitinases,"['ENSGALG00000003519', 'CHIA', 'ENSGALG00000031807']"
999,checkpoint kinase 1,CHK1 subfamily,['STT3A']
1000,checkpoint kinase 2,CHK1 subfamily,['CHEK2']
1001,CDC like kinase 1,CLK family,['CLK1']
1002,CDC like kinase 2,CLK family,['CLK2']
1003,CDC like kinase 3,CLK family,['CLK3']
1004,CDC like kinase 4,CLK family,['CLK4']
1005,cyclin dependent kinase 12,CRK7 subfamily,['CDK12']
1006,cyclin dependent kinase 13,CRK7 subfamily,['ENSGALG00000043243']
1007,C-terminal Src kinase,Csk family,['CSK']
1008,megakaryocyte-associated tyrosine kinase,Csk family,['MATK']
1009,cyclin dependent kinase like 1,Cyclin-dependent kinase-like (CDKL) family,['CDKL1']
1010,cyclin dependent kinase like 2,Cyclin-dependent kinase-like (CDKL) family,['CDKL2']
1011,cyclin-dependent kinase like 5,Cyclin-dependent kinase-like (CDKL) family,['CDKL5']
1012,COX-1 ,Cyclooxygenase,['PTGS1']
1013,COX-2 ,Cyclooxygenase,['PTGS2']
1014,CYP11A1,"CYP11, CYP17, CYP19, CYP20 and CYP21 families",['CYP11A1']
1015,CYP17A1,"CYP11, CYP17, CYP19, CYP20 and CYP21 families",['CYP17A1']
1016,CYP19A1,"CYP11, CYP17, CYP19, CYP20 and CYP21 families",['CYP19A1']
1017,CYP20A1,"CYP11, CYP17, CYP19, CYP20 and CYP21 families",['CYP20A1']
1018,CYP1A1,CYP1 family,"['CYP1A2', 'CYP1A1']"
1019,CYP1A2,CYP1 family,"['CYP1A2', 'CYP1A1']"
1020,CYP1B1,CYP1 family,['CYP1B1']
1021,CYP26A1,"CYP24, CYP26 and CYP27 families",['CYP26A1']
1022,CYP26B1,"CYP24, CYP26 and CYP27 families",['CYP26B1']
1023,CYP26C1,"CYP24, CYP26 and CYP27 families",['CYP26C1']
1024,CYP2R1,CYP2 family,['CYP2R1']
1025,CYP2U1,CYP2 family,['CYP2U1']
1026,CYP2W1,CYP2 family,['CYP2W1']
1027,CYP39A1 ,"CYP39, CYP46 and CYP51 families",['CYP39A1']
1028,CYP46A1,"CYP39, CYP46 and CYP51 families",['CYP46A1']
1029,CYP51A1,"CYP39, CYP46 and CYP51 families",['CYP51A1']
1030,CYP4X1,CYP4 family,"['CYP4B7', 'CYP4A22']"
1031,CYP5A1,"CYP5, CYP7 and CYP8 families",['TBXAS1']
1032,CYP7A1,"CYP5, CYP7 and CYP8 families",['CYP7A1']
1033,CYP7B1,"CYP5, CYP7 and CYP8 families",['CYP7B1']
1034,doublecortin like kinase 1,DCAMKL family,['DCLK1']
1035,doublecortin like kinase 2,DCAMKL family,['DCLK2']
1036,doublecortin like kinase 3,DCAMKL family,['DCLK3']
1037,death associated protein kinase 1,Death-associated kinase (DAPK) family,['DAPK1']
1038,death associated protein kinase 2,Death-associated kinase (DAPK) family,['DAPK2']
1039,serine/threonine kinase 17b,Death-associated kinase (DAPK) family,['STK17B']
1040,Glutamic acid decarboxylase 1,Decarboxylases,['GAD1']
1041,Glutamic acid decarboxylase 2,Decarboxylases,['GAD2']
1042,Histidine decarboxylase,Decarboxylases,['HDC']
1043,L-Arginine decarboxylase ,Decarboxylases,['AZIN2']
1044,L-Aromatic amino-acid decarboxylase ,Decarboxylases,['DDC']
1045,Malonyl-CoA decarboxylase,Decarboxylases,['MLYCD']
1046,Ornithine decarboxylase,Decarboxylases,['ODC1']
1047,Phosphatidylserine decarboxylase ,Decarboxylases,['PISD']
1048,S-Adenosylmethionine decarboxylase ,Decarboxylases,['AMD1']
1049,protein kinase C alpha,Delta subfamily,['PRKCA']
1050,protein kinase C delta,Delta subfamily,['PRKCD']
1051,"NG,NG-Dimethylarginine dimethylaminohydrolase 1",Dimethylarginine dimethylaminohydrolases,['DDAH1']
1052,DNA topoisomerase I,DNA topoisomerases,['TOP1']
1053,topoisomerase (DNA) I mitochondrial,DNA topoisomerases,['TOP1MT']
1054,DNA topoisomerase II alpha,DNA topoisomerases,['TOP2A']
1055,dual specificity tyrosine phosphorylation regulated kinase 1A,Dyrk1 subfamily,['DYRK1A']
1056,dual specificity tyrosine phosphorylation regulated kinase 1B,Dyrk1 subfamily,['ENSGALG00000049131']
1057,dual specificity tyrosine phosphorylation regulated kinase 2,Dyrk2 subfamily,['DYRK2']
1058,dual specificity tyrosine phosphorylation regulated kinase 3,Dyrk2 subfamily,['DYRK3']
1059,cereblon,E3 ubiquitin ligase components,['CRBN']
1060,eukaryotic elongation factor 2 kinase,eEF2K subfamily,['EEF2K']
1061,mitogen-activated protein kinase 15,Erk7 subfamily,"['ENSGALG00000029279', 'ENSGALG00000049689']"
1062,mitogen-activated protein kinase 1,ERK subfamily,['MAPK3']
1063,mitogen-activated protein kinase 6,ERK subfamily,['MAPK4']
1064,mitogen-activated protein kinase 7,ERK subfamily,"['ENSGALG00000050166', 'ENSGALG00000050166']"
1065,protein kinase C epsilon,Eta subfamily,['PRKCE']
1066,protein kinase C eta,Eta subfamily,['ENSGALG00000011889']
1067,Rap guanine nucleotide exchange factor 3,Exchange protein activated by cyclic AMP (EPACs),['RAPGEF3']
1068,Rap guanine nucleotide exchange factor 4,Exchange protein activated by cyclic AMP (EPACs),['RAPGEF4']
1069,protein tyrosine kinase 2,Fak family,['PTK2']
1070,protein tyrosine kinase 2 beta,Fak family,['PTK2B']
1071,FER tyrosine kinase,Fer family,['FER']
1072,"FES proto-oncogene, tyrosine kinase",Fer family,['FES']
1073,mechanistic target of rapamycin kinase,FRAP subfamily,['MTOR']
1074,oxidative stress responsive kinase 1,FRAY subfamily,['OXSR1']
1075,serine/threonine kinase 39,FRAY subfamily,['STK39']
1076,Glutamic acid decarboxylase 1,GABA turnover,['GAD1']
1077,Glutamic acid decarboxylase 2,GABA turnover,['GAD2']
1078,aldehyde dehydrogenase 9 family member A1,GABA turnover,['ALDH9A1']
1079,4-aminobutyrate aminotransferase,GABA turnover,['ABAT']
1080,aldehyde dehydrogenase 5 family member A1,GABA turnover,['ALDH5A1']
1081,eukaryotic translation initiation factor 2 alpha kinase 4,GCN2 subfamily,['EIF2AK4']
1082,CDC42 binding protein kinase alpha,GEK subfamily,['CDC42BPA']
1083,CDC42 binding protein kinase beta,GEK subfamily,['CDC42BPB']
1084,glycine cleavage system protein H,Glycine recycling,['GCSH']
1085,G protein-coupled receptor kinase 4,GRK4 subfamily,['GRK4']
1086,G protein-coupled receptor kinase 5,GRK4 subfamily,['GRK5']
1087,G protein-coupled receptor kinase 6,GRK4 subfamily,['GRK6']
1088,glycogen synthase kinase 3 beta,GSK subfamily,['GSK3B']
1089,Haem oxygenase 1,Haem oxygenase,['HMOX1']
1090,Haem oxygenase 2,Haem oxygenase,['HMOX2']
1091,Glucokinase,Hexokinases,['GCK']
1092,TNNI3 interacting kinase,HH498 subfamily,['TNNI3K']
1093,homeodomain interacting protein kinase 1,HIPK subfamily,['HIPK1']
1094,homeodomain interacting protein kinase 2,HIPK subfamily,['HIPK2']
1095,homeodomain interacting protein kinase 3,HIPK subfamily,['HIPK3']
1096,hormonally up-regulated Neu-associated kinase,HUNK subfamily,['HUNK']
1097,Cystathionine β-synthase,Hydrogen sulphide synthesis,['ENSGALG00000016196']
1098,Cystathionine γ-lyase,Hydrogen sulphide synthesis,['CTH']
1099,L-Cysteine:2-oxoglutarate aminotransferase,Hydrogen sulphide synthesis,['ENSGALG00000004604']
1100,3-Mercaptopyruvate sulfurtransferase,Hydrogen sulphide synthesis,['MPST']
1101,acetylcholinesterase (Cartwright blood group),Hydrolases,['ACHE']
1102,butyrylcholinesterase,Hydrolases,['BCHE']
1103,Diacylglycerol lipase α,Hydrolases,['DAGLA']
1104,Diacylglycerol lipase β,Hydrolases,['DAGLB']
1105,ectonucleoside triphosphate diphosphohydrolase 1,Hydrolases,['ENTPD1']
1106,ectonucleoside triphosphate diphosphohydrolase 2,Hydrolases,['ENTPD2']
1107,epoxide hydrolase 2,Hydrolases,['EPHX2']
1108,Fatty acid amide hydrolase,Hydrolases,"['ENSGALG00000010433', 'ENSGALG00000010433']"
1109,Leukotriene A4 hydrolase,Hydrolases,['LTA4H']
1110,"lipase E, hormone sensitive type",Hydrolases,['ENSGALG00000052399']
1111,"lipase G, endothelial type",Hydrolases,['LIPG']
1112,Monoacylglycerol lipase,Hydrolases,['MGLL']
1113,nudix hydrolase 7,Hydrolases,['NUDT7']
1114,O-GlcNAcase,Hydrolases,['MGEA5']
1115,PLA2-G7,Hydrolases,['PLA2G7']
1116,sPLA2-2A,Hydrolases,['PLA2G5']
1117,vanin 1,Hydrolases,"['VNN1', 'ENSGALG00000048781']"
1118,component of inhibitor of nuclear factor kappa B kinase complex,IKK family,['CHUK']
1119,inhibitor of nuclear factor kappa B kinase subunit beta,IKK family,['IKBKB']
1120,inhibitor of nuclear factor kappa B kinase subunit epsilon,IKK family,['IKBKE']
1121,TANK binding kinase 1,IKK family,['TBK1']
1122,integrin linked kinase,ILK subfamily,['ILK']
1123,N-Acylphosphatidylethanolamine-phospholipase D,N-Acylethanolamine turnover,['NAPEPLD']
1124,Fatty acid amide hydrolase,N-Acylethanolamine turnover,"['ENSGALG00000010433', 'ENSGALG00000010433']"
1125,N-Acylethanolamine acid amidase,N-Acylethanolamine turnover,['NAAA']
1126,IP3 kinase A,"Inositol 1,4,5-trisphosphate 3-kinases",['ITPKA']
1127,IP3 kinase B,"Inositol 1,4,5-trisphosphate 3-kinases",['ITPKB']
1128,IMPase 1,Inositol monophosphatase,['IMPA1']
1129,IMPase 2,Inositol monophosphatase,['IMPA2']
1130,INPP1,Inositol polyphosphate phosphatases,['ENSGALG00000046727']
1131,INPP4A,Inositol polyphosphate phosphatases,['INPP4A']
1132,INPP4B,Inositol polyphosphate phosphatases,['INPP4B']
1133,INPP5A,Inositol polyphosphate phosphatases,['INPP5A']
1134,INPP5B,Inositol polyphosphate phosphatases,['INPP5B']
1135,INPP5D,Inositol polyphosphate phosphatases,['INPP5D']
1136,INPP5E,Inositol polyphosphate phosphatases,['INPP5E']
1137,INPP5J,Inositol polyphosphate phosphatases,"['ENSGALG00000053217', 'ENSGALG00000054099']"
1138,INPP5K,Inositol polyphosphate phosphatases,['INPP5K']
1139,INPPL1,Inositol polyphosphate phosphatases,['INPPL1']
1140,OCRL,Inositol polyphosphate phosphatases,"['ENSGALG00000003920', 'ENSGALG00000049443']"
1141,SYNJ1,Inositol polyphosphate phosphatases,['SYNJ1']
1142,SYNJ2,Inositol polyphosphate phosphatases,['SYNJ2']
1143,interleukin 1 receptor associated kinase 2,Interleukin-1 receptor-associated kinase (IRAK) family,['IRAK2']
1144,interleukin 1 receptor associated kinase 4,Interleukin-1 receptor-associated kinase (IRAK) family,"['IRAK4', 'ENSGALG00000048820']"
1145,protein kinase C iota,Iota subfamily,['PRKCI']
1146,protein kinase C zeta,Iota subfamily,['PRKCZ']
1147,endoplasmic reticulum to nucleus signaling 1,IRE family,['ERN1']
1148,aconitate decarboxylase 1,Itaconate biosynthesis,['ACOD1']
1149,Janus kinase 1,Janus kinase (JakA) family,['JAK1']
1150,Janus kinase 2,Janus kinase (JakA) family,['JAK2']
1151,tyrosine kinase 2,Janus kinase (JakA) family,['TYK2']
1152,mitogen-activated protein kinase 8,JNK subfamily,['MAPK8']
1153,mitogen-activated protein kinase 9,JNK subfamily,['MAPK9']
1154,mitogen-activated protein kinase 10,JNK subfamily,['MAPK10']
1155,mitogen-activated protein kinase kinase kinase kinase 1,KHS subfamily,['ENSGALG00000048646']
1156,mitogen-activated protein kinase kinase kinase kinase 3,KHS subfamily,['MAP4K3']
1157,mitogen-activated protein kinase kinase kinase kinase 5,KHS subfamily,['MAP4K5']
1158,acetyl-CoA acetyltransferase 1,Lanosterol biosynthesis pathway,['ACAT1']
1159,acetyl-CoA acetyltransferase 2,Lanosterol biosynthesis pathway,['ACAT2']
1160,hydroxymethylglutaryl-CoA synthase 1,Lanosterol biosynthesis pathway,['HMGCS1']
1161,hydroxymethylglutaryl-CoA synthase 2,Lanosterol biosynthesis pathway,['HMGCS2']
1162,hydroxymethylglutaryl-CoA reductase,Lanosterol biosynthesis pathway,['HMGCR']
1163,mevalonate kinase,Lanosterol biosynthesis pathway,['MVK']
1164,phosphomevalonate kinase,Lanosterol biosynthesis pathway,['PMVK']
1165,diphosphomevalonate decarboxylase,Lanosterol biosynthesis pathway,['MVD']
1166,isopentenyl-diphosphate Δ-isomerase 1,Lanosterol biosynthesis pathway,['ENSGALG00000006723']
1167,isopentenyl-diphosphate Δ-isomerase 2,Lanosterol biosynthesis pathway,['ENSGALG00000006723']
1168,geranylgeranyl diphosphate synthase,Lanosterol biosynthesis pathway,['GGPS1']
1169,farnesyl diphosphate synthase,Lanosterol biosynthesis pathway,['RUSC1']
1170,squalene synthase ,Lanosterol biosynthesis pathway,['FDFT1']
1171,squalene monooxygenase,Lanosterol biosynthesis pathway,['SQLE']
1172,lanosterol synthase,Lanosterol biosynthesis pathway,['LSS']
1173,leucine rich repeat kinase 1,Leucine-rich repeat kinase (LRRK) family,['LRRK1']
1174,leucine rich repeat kinase 2,Leucine-rich repeat kinase (LRRK) family,['LRRK2']
1175,Leukotriene C4 synthase,Leukotriene and lipoxin metabolism,['ENSGALG00000011450']
1176,γ-Glutamyltransferase,Leukotriene and lipoxin metabolism,['ENSGALG00000030552']
1177,Dipeptidase 1,Leukotriene and lipoxin metabolism,['DPEP1']
1178,Dipeptidase 2,Leukotriene and lipoxin metabolism,['DPEP2']
