,receptor,family,gene
781,coactivator associated arginine methyltransferase 1,2.1.1.- Protein arginine N-methyltransferases,['CARM1']
782,protein arginine methyltransferase 5 ,2.1.1.- Protein arginine N-methyltransferases,['PRMT5']
783,protein arginine methyltransferase 7 ,2.1.1.- Protein arginine N-methyltransferases,['PRMT7']
784,protein arginine methyltransferase 8,2.1.1.- Protein arginine N-methyltransferases,['PRMT8']
785,F-box protein 11,2.1.1.- Protein arginine N-methyltransferases,['FBXO11']
786,protein arginine methyltransferase 9,2.1.1.- Protein arginine N-methyltransferases,['PRMT9']
787,F-box protein 10,2.1.1.- Protein arginine N-methyltransferases,['FBXO10']
788,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase","2.1.2.- Hydroxymethyl-, formyl- and related transferases",['GART']
789,clock circadian regulator,2.3.1.48 Histone acetyltransferases (HATs),['CLOCK']
790,elongator acetyltransferase complex subunit 3,2.3.1.48 Histone acetyltransferases (HATs),['ELP3']
791,histone acetyltransferase 1,2.3.1.48 Histone acetyltransferases (HATs),['HAT1']
792,jumonji domain containing 1C,2.3.1.48 Histone acetyltransferases (HATs),['JMJD1C']
793,lysine acetyltransferase 6A,2.3.1.48 Histone acetyltransferases (HATs),['KAT6A']
794,lysine acetyltransferase 2A,2.3.1.48 Histone acetyltransferases (HATs),['KAT2A']
795,lysine acetyltransferase 7,2.3.1.48 Histone acetyltransferases (HATs),['KAT7']
796,lysine acetyltransferase 8,2.3.1.48 Histone acetyltransferases (HATs),['KAT8']
797,nuclear receptor coactivator 1,2.3.1.48 Histone acetyltransferases (HATs),['NCOA1']
798,nuclear receptor coactivator 2,2.3.1.48 Histone acetyltransferases (HATs),['NCOA2']
799,nuclear receptor coactivator 3,2.3.1.48 Histone acetyltransferases (HATs),['NCOA3']
800,fatty acid synthase,2.3.1.-  Acyltransferases,['FASN']
801,diacylglycerol O-acyltransferase 1,2.3.1.-  Acyltransferases,['DGAT1']
802,monoacylglycerol O-acyltransferase 2,2.3.1.-  Acyltransferases,['MOGAT2']
803,transglutaminase 2,2.3.2.13 Transglutaminases,"['ENSACAG00000006267', 'ENSACAG00000013226']"
804,"farnesyltransferase, CAAX box, alpha",2.5.1.58 Protein farnesyltransferase,['FNTA']
805,"farnesyltransferase, CAAX box, beta",2.5.1.58 Protein farnesyltransferase,['ENSACAG00000008948']
806,Branched chain amino acid transaminase 2,2.6.1.42 Branched-chain-amino-acid transaminase,['BCAT2']
807,pyruvate kinase M1/2,2.7.1.40 Pyruvate kinases,['PKM']
808,Diacylglycerol lipase α,2-Acylglycerol ester turnover,['DAGLA']
809,Diacylglycerol lipase β,2-Acylglycerol ester turnover,['DAGLB']
810,Monoacylglycerol lipase,2-Acylglycerol ester turnover,['MGLL']
811,αβ-Hydrolase 6,2-Acylglycerol ester turnover,['ABHD6']
812,αβ-Hydrolase 12,2-Acylglycerol ester turnover,['ABHD12']
813,acyloxyacyl hydrolase,3.1.1.- Carboxylic Ester Hydrolases,['AOAH']
814,asparaginase,3.1.1.- Carboxylic Ester Hydrolases,"['ENSACAG00000010962', 'ENSACAG00000024024']"
815,carboxyl ester lipase,3.1.1.- Carboxylic Ester Hydrolases,['CEL']
816,"lipase, gastric",3.1.1.- Carboxylic Ester Hydrolases,['ENSACAG00000014981']
817,protein phosphatase methylesterase 1,3.1.1.- Carboxylic Ester Hydrolases,['PPME1']
818,galactosamine (N-acetyl)-6-sulfatase,3.1.-.- Ester bond enzymes,['GALNS']
819,"glucosidase alpha, acid",3.2.1.- Glycosidases,['GAA']
820,glucosylceramidase beta,3.2.1.- Glycosidases,"['ENSACAG00000000352', 'ENSACAG00000002238', 'ENSACAG00000010090', 'ENSACAG00000010101']"
821,maltase-glucoamylase,3.2.1.- Glycosidases,['ENSACAG00000029168']
822,heparanase,3.2.1.- Glycosidases,['HPSE']
823,glutaminase,3.5.1.2 Glutaminases,['GLS']
824,histone deacetylase 1,3.5.1.- Histone deacetylases (HDACs),['HDAC1']
825,histone deacetylase 2,3.5.1.- Histone deacetylases (HDACs),['HDAC2']
826,histone deacetylase 3,3.5.1.- Histone deacetylases (HDACs),['HDAC3']
827,histone deacetylase 4,3.5.1.- Histone deacetylases (HDACs),['HDAC4']
828,histone deacetylase 5,3.5.1.- Histone deacetylases (HDACs),['HDAC5']
829,histone deacetylase 6,3.5.1.- Histone deacetylases (HDACs),"['HDAC6', 'HDAC6']"
830,histone deacetylase 7,3.5.1.- Histone deacetylases (HDACs),['HDAC7']
831,histone deacetylase 8,3.5.1.- Histone deacetylases (HDACs),['ENSACAG00000014647']
832,histone deacetylase 9,3.5.1.- Histone deacetylases (HDACs),"['ENSACAG00000011830', 'ENSACAG00000012095', 'ENSACAG00000025814']"
833,histone deacetylase 10,3.5.1.- Histone deacetylases (HDACs),['HDAC10']
834,histone deacetylase 11,3.5.1.- Histone deacetylases (HDACs),['HDAC11']
835,sirtuin 1,3.5.1.- Histone deacetylases (HDACs),['SIRT1']
836,sirtuin 2,3.5.1.- Histone deacetylases (HDACs),['SIRT2']
837,sirtuin 3,3.5.1.- Histone deacetylases (HDACs),['SIRT3']
838,sirtuin 4,3.5.1.- Histone deacetylases (HDACs),['SIRT4']
839,sirtuin 5,3.5.1.- Histone deacetylases (HDACs),['SIRT5']
840,sirtuin 6,3.5.1.- Histone deacetylases (HDACs),['SIRT6']
841,sirtuin 7,3.5.1.- Histone deacetylases (HDACs),['SIRT7']
842,peptidyl arginine deiminase 1,3.5.3.15 Peptidyl arginine deiminases (PADI),['ENSACAG00000023166']
843,peptidyl arginine deiminase 3,3.5.3.15 Peptidyl arginine deiminases (PADI),['ENSACAG00000023166']
844,ATPase family AAA domain containing 2B,3.6.1.3 ATPases,['ATAD2B']
845,3-ketodihydrosphingosine reductase,3-ketodihydrosphingosine reductase,['KDSR']
846,FKBP prolyl isomerase 1A,5.2.-.- Cis-trans-isomerases,['ENSACAG00000008323']
847,peptidylprolyl isomerase A,5.2.-.- Cis-trans-isomerases,"['ENSACAG00000001928', 'ENSACAG00000001928']"
848,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase",6.3.3.- Cyclo-ligases,['GART']
849,beta-secretase 1,A1: Pepsin,['BACE1']
850,beta-secretase 2,A1: Pepsin,['BACE2']
851,cathepsin D,A1: Pepsin,['ENSACAG00000009355']
852,cathepsin E,A1: Pepsin,['CTSE']
853,progastricsin,A1: Pepsin,['PGC']
854,renin,A1: Pepsin,['REN']
855,presenilin 1,A22: Presenilin,['PSEN1']
856,presenilin 2,A22: Presenilin,['PSEN2']
857,katanin catalytic subunit A1,AAA ATPases,['KATNA1']
858,aarF domain containing kinase 2,ABC1-A subfamily,['ADCK2']
859,aarF domain containing kinase 1,ABC1-B subfamily,['ADCK1']
860,coenzyme Q8A,ABC1-B subfamily,['COQ8A']
861,coenzyme Q8B,ABC1-B subfamily,['COQ8B']
862,aarF domain containing kinase 5,ABC1-B subfamily,['ADCK5']
863,"ABL proto-oncogene 1, non-receptor tyrosine kinase",Abl family,"['ABL1', 'ABL1']"
864,"ABL proto-oncogene 2, non-receptor tyrosine kinase",Abl family,['ABL2']
865,choline O-acetyltransferase,Acetylcholine turnover,['CHAT']
866,butyrylcholinesterase,Acetylcholine turnover,['BCHE']
867,N-acylsphingosine amidohydrolase 1,Acid ceramidase,['ASAH1']
868,tyrosine kinase non receptor 2,Ack family,['ENSACAG00000024762']
869,Adenosine deaminase,Adenosine turnover,['ADA']
870,Adenosine kinase,Adenosine turnover,['ADK']
871,Ecto-5'-Nucleotidase,Adenosine turnover,"['ENSACAG00000003790', 'ENSACAG00000015456']"
872,S-Adenosylhomocysteine hydrolase,Adenosine turnover,['AHCY']
873,5'-nucleotidase IA,Adenosine turnover,['NT5C1A']
874,5'-nucleotidase IB,Adenosine turnover,['ENSACAG00000007066']
875,5'-nucleotidase III,Adenosine turnover,['NT5C3A']
876,Mitochondrial 5'-nucleotidase,Adenosine turnover,['NT5M']
877,adenylyl cyclase 1,Adenylyl cyclases (ACs),['ADCY1']
878,adenylyl cyclase 2,Adenylyl cyclases (ACs),['ADCY2']
879,adenylyl cyclase 3,Adenylyl cyclases (ACs),['ADCY3']
880,adenylyl cyclase 4,Adenylyl cyclases (ACs),['ADCY4']
881,adenylyl cyclase 5,Adenylyl cyclases (ACs),"['ENSACAG00000010768', 'ENSACAG00000010774']"
882,adenylyl cyclase 6,Adenylyl cyclases (ACs),['ADCY6']
883,adenylyl cyclase 7,Adenylyl cyclases (ACs),['ADCY7']
884,adenylyl cyclase 8,Adenylyl cyclases (ACs),['ADCY8']
885,adenylyl cyclase 9,Adenylyl cyclases (ACs),['ADCY9']
886,adenylyl cyclase 10,Adenylyl cyclases (ACs),['ENSACAG00000005750']
887,AKT serine/threonine kinase 1,"Akt (Protein kinase B, PKB) family",['AKT1']
888,AKT serine/threonine kinase 2,"Akt (Protein kinase B, PKB) family",['AKT2']
889,AKT serine/threonine kinase 3,"Akt (Protein kinase B, PKB) family",['AKT3']
890,alkaline ceramidase 2,Alkaline ceramidases,['ACER2']
891,alkaline ceramidase 3,Alkaline ceramidases,['ACER3']
892,protein kinase C beta,Alpha subfamily,"['ENSACAG00000002203', 'ENSACAG00000012370']"
893,protein kinase C gamma,Alpha subfamily,['PRKCG']
894,L-Phenylalanine hydroxylase ,Amino acid hydroxylases,['PAH']
895,L-Tyrosine hydroxylase ,Amino acid hydroxylases,['TH']
896,L-Tryptophan hydroxylase 1,Amino acid hydroxylases,['TPH1']
897,L-Tryptophan hydroxylase 2,Amino acid hydroxylases,['TPH2']
898,protein kinase AMP-activated catalytic subunit alpha 1,AMPK subfamily,['PRKAA1']
899,protein kinase AMP-activated catalytic subunit alpha 2,AMPK subfamily,['PRKAA2']
900,protein kinase AMP-activated non-catalytic subunit beta 1,AMPK subfamily,['PRKAB1']
901,protein kinase AMP-activated non-catalytic subunit beta 2,AMPK subfamily,['PRKAB2']
902,protein kinase AMP-activated non-catalytic subunit gamma 1,AMPK subfamily,['KMT2D']
903,protein kinase AMP-activated non-catalytic subunit gamma 2,AMPK subfamily,['PRKAG2']
904,protein kinase AMP-activated non-catalytic subunit gamma 3,AMPK subfamily,['PRKAG3']
905,Arginase II,Arginase,['ARG2']
906,Arginine:glycine amidinotransferase,Arginine:glycine amidinotransferase,['GATM']
907,ATR serine/threonine kinase,ATR subfamily,['ATR']
908,aurora kinase A,Aurora kinase (Aur) family,['AURKA']
909,aurora kinase B,Aurora kinase (Aur) family,['AURKB']
910,BCR activator of RhoGEF and GTPase,BCR family,['BCR']
911,beta adrenergic receptor kinase 1,Beta-adrenergic receptor kinases (βARKs),['GRK2']
912,beta adrenergic receptor kinase 2,Beta-adrenergic receptor kinases (βARKs),['ENSACAG00000011236']
913,bromodomain containing 1,Bromodomain kinase (BRDK) family,['BRD1']
914,bromodomain containing 2,Bromodomain kinase (BRDK) family,['BRD2']
915,bromodomain containing 3,Bromodomain kinase (BRDK) family,['BRD3']
916,bromodomain containing 7,Bromodomain kinase (BRDK) family,['BRD7']
917,bromodomain containing 9,Bromodomain kinase (BRDK) family,['BRD9']
918,BR serine/threonine kinase 1,BRSK subfamily,['BRSK1']
919,BR serine/threonine kinase 2,BRSK subfamily,['BRSK2']
920,BUB1 mitotic checkpoint serine/threonine kinase,Bub family,['BUB1']
921,BUB1 mitotic checkpoint serine/threonine kinase B,Bub family,['ENSACAG00000014432']
922,TP53 regulating kinase,Bud32 family,['TP53RK']
923,otulin,C101: OTULIN peptidase,['OTULIN']
924,BRCA1 associated protein 1,C12: Ubiquitin C-terminal hydrolase,['BAP1']
925,ubiquitin C-terminal hydrolase L1,C12: Ubiquitin C-terminal hydrolase,['UCHL1']
926,ubiquitin C-terminal hydrolase L3,C12: Ubiquitin C-terminal hydrolase,"['UCHL3', 'UCHL3']"
927,legumain,C13: Legumain,['LGMN']
928,Caspase 1,C14: Caspase,['ENSACAG00000011379']
929,Caspase 2,C14: Caspase,['CASP2']
930,Caspase 4,C14: Caspase,['ENSACAG00000013588']
931,Caspase 6,C14: Caspase,"['CASP6', 'CASP6']"
932,Caspase 7,C14: Caspase,['CASP7']
933,Caspase 9,C14: Caspase,['CASP9']
934,ubiquitin specific peptidase 1,C19: Ubiquitin-specific protease,['USP1']
935,ubiquitin specific peptidase 2,C19: Ubiquitin-specific protease,['USP2']
936,ubiquitin specific peptidase 5,C19: Ubiquitin-specific protease,['USP5']
937,ubiquitin specific peptidase 14,C19: Ubiquitin-specific protease,['USP14']
938,cathepsin B,C1: Papain,['CTSB']
939,cathepsin C,C1: Papain,['CTSC']
940,cathepsin F,C1: Papain,"['ENSACAG00000001138', 'ENSACAG00000013628', 'ENSACAG00000014241']"
941,cathepsin H,C1: Papain,['CTSH']
942,cathepsin K,C1: Papain,['CTSK']
943,cathepsin V,C1: Papain,"['ENSACAG00000001138', 'ENSACAG00000013628', 'ENSACAG00000014241']"
944,cathepsin S,C1: Papain,['CTSS']
945,cathepsin Z,C1: Papain,"['ENSACAG00000001039', 'ENSACAG00000020962']"
946,gamma-glutamyl hydrolase,C26: Gamma-glutamyl hydrolase,['GGH']
947,calpain 1,C2: Calpain,['CAPN1']
948,calpain 2,C2: Calpain,['CAPN2']
949,phosphoribosyl pyrophosphate amidotransferase,C44: Phosphoribosyl pyrophosphate amidotransferase,['PPAT']
950,SUMO specific peptidase 1,C48: Ulp1 endopeptidase,"['SENP1', 'SENP1']"
951,SUMO specific peptidase 6,C48: Ulp1 endopeptidase,['SENP6']
952,SUMO specific peptidase 7,C48: Ulp1 endopeptidase,['SENP7']
953,"SUMO peptidase family member, NEDD8 specific",C48: Ulp1 endopeptidase,['SENP8']
954,autophagy related 4B cysteine peptidase,C54: Aut2 peptidase,['ATG4B']
955,calcium/calmodulin dependent protein kinase I,CAMK1 family,['CAMK1']
956,calcium/calmodulin dependent protein kinase ID,CAMK1 family,['CAMK1D']
957,calcium/calmodulin dependent protein kinase IG,CAMK1 family,['CAMK1G']
958,calcium/calmodulin dependent protein kinase IV,CAMK1 family,['CAMK4']
959,pregnancy up-regulated nonubiquitous CaM kinase,CAMK1 family,['PNCK']
960,calcium/calmodulin-dependent protein kinase II beta subunit,CAMK2 family,['CAMK2B']
961,calcium/calmodulin-dependent protein kinase II gamma subunit,CAMK2 family,['CAMK2G']
962,calcium/calmodulin-dependent protein kinase II delta subunit,CAMK2 family,['ENSACAG00000011476']
963,CaM kinase like vesicle associated,CAMK-unique family,['CAMKV']
964,serine/threonine kinase 33,CAMK-unique family,['STK33']
965,serine/threonine kinase 40,CAMK-unique family,['STK40']
966,carbonic anhydrase 2,Carbonic anhydrases,['CA2']
967,carbonic anhydrase 4,Carbonic anhydrases,['CA4']
968,carbonic anhydrase 9,Carbonic anhydrases,['ENSACAG00000009514']
969,carbonic anhydrase 12,Carbonic anhydrases,['CA12']
970,carbonic anhydrase 14,Carbonic anhydrases,['ENSACAG00000008087']
971,Pyruvate carboxylase,Carboxylases,['PC']
972,Acetyl-CoA carboxylase 1,Carboxylases,"['ENSACAG00000001878', 'ENSACAG00000024056']"
973,Acetyl-CoA carboxylase 2,Carboxylases,['ACACB']
974,Propionyl-CoA carboxylase α subunit,Carboxylases,['PCCA']
975,Propionyl-CoA carboxylase β subunit,Carboxylases,['PCCB']
976,γ-Glutamyl carboxylase,Carboxylases,['GGCX']
977,casein kinase 1 alpha 1,Casein kinase 1 (CK1) family,['CSNK1A1']
978,casein kinase 1 gamma 1,Casein kinase 1 (CK1) family,['CSNK1G1']
979,casein kinase 1 gamma 2,Casein kinase 1 (CK1) family,['ENSACAG00000013568']
980,casein kinase 1 gamma 3,Casein kinase 1 (CK1) family,['CSNK1G3']
981,casein kinase 1 delta,Casein kinase 1 (CK1) family,['CSNK1D']
982,casein kinase 1 epsilon,Casein kinase 1 (CK1) family,['ENSACAG00000008264']
983,"casein kinase 2, alpha 1 polypeptide subunit",Casein kinase 2 (CK2) family,['ENSACAG00000011180']
984,"casein kinase 2, alpha prime polypeptide subunit",Casein kinase 2 (CK2) family,['CSNK2A2']
985,"casein kinase 2, beta polypeptide subunit",Casein kinase 2 (CK2) family,['CSNK2B']
986,calcium/calmodulin dependent serine protein kinase,CASK family,['CASK']
987,L-Phenylalanine hydroxylase ,Catecholamine turnover,['PAH']
988,Tyrosine aminotransferase,Catecholamine turnover,['TAT']
989,L-Tyrosine hydroxylase ,Catecholamine turnover,['TH']
990,L-Aromatic amino-acid decarboxylase ,Catecholamine turnover,['DDC']
991,Dopamine beta-hydroxylase (dopamine beta-monooxygenase),Catecholamine turnover,['DBH']
992,Phenylethanolamine N-methyltransferase,Catecholamine turnover,['PNMT']
993,Monoamine oxidase A,Catecholamine turnover,['MAOA']
994,Monoamine oxidase B,Catecholamine turnover,['ENSACAG00000017903']
995,cyclin dependent kinase 20,CCRK subfamily,['CDK20']
996,cell division cycle 7,CDC7 family,['CDC7']
997,cyclin dependent kinase 10,CDK10 subfamily,['CDK10']
998,cyclin dependent kinase 1,CDK1 subfamily,['CDK1']
999,cyclin dependent kinase 2,CDK1 subfamily,['CDK2']
1000,cyclin dependent kinase 4,CDK4 subfamily,['CDK4']
1001,cyclin dependent kinase 6,CDK4 subfamily,['CDK6']
1002,cyclin dependent kinase 7,CDK7 subfamily,['CDK7']
1003,cyclin dependent kinase 19,CDK8 subfamily,['CDK19']
1004,cyclin dependent kinase 9,CDK9 subfamily,['CDK9']
1005,UDP-glucose ceramide glucosyltransferase,Ceramide glucosyltransferase,['UGCG']
1006,ceramide kinase,Ceramide kinase,['CERK']
1007,ceramide synthase 2,Ceramide synthase,['CERS2']
1008,ceramide synthase 3,Ceramide synthase,['CERS3']
1009,ceramide synthase 5,Ceramide synthase,['CERS5']
1010,ceramide synthase 6,Ceramide synthase,['CERS6']
1011,TRPM6,ChaK subfamily,['TRPM6']
1012,TRPM7,ChaK subfamily,['TRPM7']
1013,chitinase acidic,Chitinases,['ENSACAG00000028620']
1014,checkpoint kinase 1,CHK1 subfamily,['STT3A']
1015,CDC like kinase 1,CLK family,['CLK1']
1016,CDC like kinase 2,CLK family,['CLK2']
1017,CDC like kinase 3,CLK family,['CLK3']
1018,CDC like kinase 4,CLK family,['CLK4']
1019,cyclin dependent kinase 12,CRK7 subfamily,"['ENSACAG00000017541', 'ENSACAG00000023742']"
1020,cyclin dependent kinase 13,CRK7 subfamily,['CDK13']
1021,C-terminal Src kinase,Csk family,['CSK']
1022,cyclin dependent kinase like 1,Cyclin-dependent kinase-like (CDKL) family,['CDKL1']
1023,cyclin dependent kinase like 2,Cyclin-dependent kinase-like (CDKL) family,['CDKL2']
1024,cyclin-dependent kinase like 3,Cyclin-dependent kinase-like (CDKL) family,"['CDKL3', 'CDKL3']"
1025,cyclin-dependent kinase like 5,Cyclin-dependent kinase-like (CDKL) family,['CDKL5']
1026,COX-1 ,Cyclooxygenase,['PTGS1']
1027,COX-2 ,Cyclooxygenase,['PTGS2']
1028,CYP11B2,"CYP11, CYP17, CYP19, CYP20 and CYP21 families",['ENSACAG00000004353']
1029,CYP17A1,"CYP11, CYP17, CYP19, CYP20 and CYP21 families",['CYP17A1']
1030,CYP19A1,"CYP11, CYP17, CYP19, CYP20 and CYP21 families",['CYP19A1']
1031,CYP20A1,"CYP11, CYP17, CYP19, CYP20 and CYP21 families",['CYP20A1']
1032,CYP1A1,CYP1 family,"['ENSACAG00000014636', 'ENSACAG00000014819', 'ENSACAG00000014872']"
1033,CYP1A2,CYP1 family,"['ENSACAG00000014636', 'ENSACAG00000014819', 'ENSACAG00000014872']"
1034,CYP1B1,CYP1 family,['ENSACAG00000008454']
1035,CYP24A1,"CYP24, CYP26 and CYP27 families","['ENSACAG00000006399', 'ENSACAG00000024718']"
1036,CYP26A1,"CYP24, CYP26 and CYP27 families",['CYP26A1']
1037,CYP26C1,"CYP24, CYP26 and CYP27 families",['CYP26C1']
1038,CYP27A1,"CYP24, CYP26 and CYP27 families",['CYP27A1']
1039,CYP27B1,"CYP24, CYP26 and CYP27 families",['CYP27B1']
1040,CYP2R1,CYP2 family,['CYP2R1']
1041,CYP2U1,CYP2 family,['CYP2U1']
1042,CYP2W1,CYP2 family,['ENSACAG00000005054']
1043,CYP39A1 ,"CYP39, CYP46 and CYP51 families",['CYP39A1']
1044,CYP46A1,"CYP39, CYP46 and CYP51 families","['ENSACAG00000013099', 'ENSACAG00000013156']"
1045,CYP51A1,"CYP39, CYP46 and CYP51 families",['CYP51A1']
1046,CYP4B1,CYP4 family,['ENSACAG00000002360']
1047,CYP4X1,CYP4 family,"['ENSACAG00000002360', 'ENSACAG00000005985', 'ENSACAG00000006613', 'ENSACAG00000006620', 'ENSACAG00000006623', 'ENSACAG00000006667', 'ENSACAG00000026328']"
1048,CYP5A1,"CYP5, CYP7 and CYP8 families",['TBXAS1']
1049,CYP7A1,"CYP5, CYP7 and CYP8 families",['CYP7A1']
1050,CYP7B1,"CYP5, CYP7 and CYP8 families",['CYP7B1']
1051,CYP8B1,"CYP5, CYP7 and CYP8 families","['ENSACAG00000005591', 'ENSACAG00000006794', 'ENSACAG00000006797', 'ENSACAG00000006809', 'ENSACAG00000009156']"
1052,doublecortin like kinase 1,DCAMKL family,"['ENSACAG00000004272', 'ENSACAG00000025881']"
1053,doublecortin like kinase 2,DCAMKL family,['DCLK2']
1054,doublecortin like kinase 3,DCAMKL family,['DCLK3']
1055,death associated protein kinase 1,Death-associated kinase (DAPK) family,['DAPK1']
1056,serine/threonine kinase 17b,Death-associated kinase (DAPK) family,['STK17B']
1057,Glutamic acid decarboxylase 1,Decarboxylases,['GAD1']
1058,Glutamic acid decarboxylase 2,Decarboxylases,['GAD2']
1059,Histidine decarboxylase,Decarboxylases,['HDC']
1060,L-Arginine decarboxylase ,Decarboxylases,['azin2']
1061,L-Aromatic amino-acid decarboxylase ,Decarboxylases,['DDC']
1062,Ornithine decarboxylase,Decarboxylases,['ODC1']
1063,Phosphatidylserine decarboxylase ,Decarboxylases,['PISD']
1064,S-Adenosylmethionine decarboxylase ,Decarboxylases,['AMD1']
1065,protein kinase C alpha,Delta subfamily,['PRKCA']
1066,protein kinase C delta,Delta subfamily,['PRKCD']
1067,protein kinase C theta,Delta subfamily,"['ENSACAG00000005073', 'ENSACAG00000022527']"
1068,"NG,NG-Dimethylarginine dimethylaminohydrolase 1",Dimethylarginine dimethylaminohydrolases,['DDAH1']
1069,"NG,NG-Dimethylarginine dimethylaminohydrolase 2",Dimethylarginine dimethylaminohydrolases,['DDAH2']
1070,8-oxoguanine DNA glycosylase,DNA glycosylases,['OGG1']
1071,DNA topoisomerase I,DNA topoisomerases,['TOP1']
1072,topoisomerase (DNA) I mitochondrial,DNA topoisomerases,['TOP1MT']
1073,DNA topoisomerase II alpha,DNA topoisomerases,['TOP2A']
1074,dual specificity tyrosine phosphorylation regulated kinase 1A,Dyrk1 subfamily,['DYRK1A']
1075,dual specificity tyrosine phosphorylation regulated kinase 1B,Dyrk1 subfamily,['DYRK1B']
1076,dual specificity tyrosine phosphorylation regulated kinase 4,Dyrk1 subfamily,['ENSACAG00000009548']
1077,dual specificity tyrosine phosphorylation regulated kinase 2,Dyrk2 subfamily,['DYRK2']
1078,dual specificity tyrosine phosphorylation regulated kinase 3,Dyrk2 subfamily,['DYRK3']
1079,cereblon,E3 ubiquitin ligase components,['CRBN']
1080,eukaryotic elongation factor 2 kinase,eEF2K subfamily,['EEF2K']
1081,mitogen-activated protein kinase 15,Erk7 subfamily,['MAPK15']
1082,mitogen-activated protein kinase 3,ERK subfamily,['MAPK3']
1083,mitogen-activated protein kinase 1,ERK subfamily,['MAPK1']
1084,mitogen-activated protein kinase 6,ERK subfamily,['MAPK6']
1085,mitogen-activated protein kinase 4,ERK subfamily,['MAPK4']
1086,mitogen-activated protein kinase 7,ERK subfamily,"['MAPK7', 'MAPK7']"
1087,protein kinase C epsilon,Eta subfamily,['PRKCE']
1088,protein kinase C eta,Eta subfamily,['ENSACAG00000006398']
1089,Rap guanine nucleotide exchange factor 3,Exchange protein activated by cyclic AMP (EPACs),['RAPGEF3']
1090,Rap guanine nucleotide exchange factor 4,Exchange protein activated by cyclic AMP (EPACs),['RAPGEF4']
1091,protein tyrosine kinase 2,Fak family,['PTK2']
1092,protein tyrosine kinase 2 beta,Fak family,['PTK2B']
1093,FER tyrosine kinase,Fer family,['FER']
1094,"FES proto-oncogene, tyrosine kinase",Fer family,['FES']
1095,mechanistic target of rapamycin kinase,FRAP subfamily,['MTOR']
1096,oxidative stress responsive kinase 1,FRAY subfamily,['OXSR1']
1097,serine/threonine kinase 39,FRAY subfamily,['STK39']
1098,Glutamic acid decarboxylase 1,GABA turnover,['GAD1']
1099,Glutamic acid decarboxylase 2,GABA turnover,['GAD2']
1100,aldehyde dehydrogenase 9 family member A1,GABA turnover,['ALDH9A1']
1101,4-aminobutyrate aminotransferase,GABA turnover,['ABAT']
1102,aldehyde dehydrogenase 5 family member A1,GABA turnover,['ALDH5A1']
1103,eukaryotic translation initiation factor 2 alpha kinase 4,GCN2 subfamily,['EIF2AK4']
1104,DM1 protein kinase,GEK subfamily,['ENSACAG00000004019']
1105,CDC42 binding protein kinase alpha,GEK subfamily,['CDC42BPA']
1106,CDC42 binding protein kinase beta,GEK subfamily,['CDC42BPB']
1107,G protein-coupled receptor kinase 5,GRK4 subfamily,['GRK5']
1108,G protein-coupled receptor kinase 6,GRK4 subfamily,['GRK6']
1109,glycogen synthase kinase 3 alpha,GSK subfamily,['gsk3a']
1110,glycogen synthase kinase 3 beta,GSK subfamily,['GSK3B']
1111,Haem oxygenase 1,Haem oxygenase,['HMOX1']
1112,Glucokinase,Hexokinases,['GCK']
1113,TNNI3 interacting kinase,HH498 subfamily,['ENSACAG00000011525']
1114,homeodomain interacting protein kinase 1,HIPK subfamily,['HIPK1']
1115,homeodomain interacting protein kinase 2,HIPK subfamily,['HIPK2']
1116,homeodomain interacting protein kinase 3,HIPK subfamily,['HIPK3']
1117,homeodomain interacting protein kinase 4,HIPK subfamily,['HIPK4']
1118,hormonally up-regulated Neu-associated kinase,HUNK subfamily,['HUNK']
1119,Cystathionine β-synthase,Hydrogen sulphide synthesis,['ENSACAG00000017832']
1120,Cystathionine γ-lyase,Hydrogen sulphide synthesis,['CTH']
1121,3-Mercaptopyruvate sulfurtransferase,Hydrogen sulphide synthesis,['MPST']
1122,butyrylcholinesterase,Hydrolases,['BCHE']
1123,Diacylglycerol lipase α,Hydrolases,['DAGLA']
1124,Diacylglycerol lipase β,Hydrolases,['DAGLB']
1125,ectonucleoside triphosphate diphosphohydrolase 1,Hydrolases,['ENTPD1']
1126,ectonucleoside triphosphate diphosphohydrolase 2,Hydrolases,['ENTPD2']
1127,epoxide hydrolase 2,Hydrolases,['EPHX2']
1128,Fatty acid amide hydrolase,Hydrolases,"['FAAH', 'FAAH']"
1129,Leukotriene A4 hydrolase,Hydrolases,['LTA4H']
1130,"lipase E, hormone sensitive type",Hydrolases,['ENSACAG00000007883']
1131,"lipase G, endothelial type",Hydrolases,['LIPG']
1132,Monoacylglycerol lipase,Hydrolases,['MGLL']
1133,nudix hydrolase 7,Hydrolases,['NUDT7']
1134,O-GlcNAcase,Hydrolases,['OGA']
1135,PLA2-G7,Hydrolases,['PLA2G7']
1136,PLD2,Hydrolases,['ENSACAG00000008945']
1137,vanin 1,Hydrolases,['ENSACAG00000010522']
1138,component of inhibitor of nuclear factor kappa B kinase complex,IKK family,['CHUK']
1139,inhibitor of nuclear factor kappa B kinase subunit beta,IKK family,['IKBKB']
1140,inhibitor of nuclear factor kappa B kinase subunit epsilon,IKK family,['IKBKE']
1141,TANK binding kinase 1,IKK family,['TBK1']
